0.000000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.000000,164,-50.000000,-75.000000,-6.000000,4.000000,0.000000,0.000000,3.141593,5
0.000000,163,50.000000,-25.000000,0.000000,-8.000000,0.000000,0.000000,4.712389,3
0.000000,162,-25.000000,50.000000,0.000000,-8.000000,0.000000,0.000000,0.785398,4
0.500000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
0.500000,164,-53.000000,-73.000000,-5.309658,5.309658,1.175025,1.618430,0.887789,5
0.500000,163,50.000000,-29.000000,0.000000,-8.000000,-1.730062,1.003436,6.470193,3
0.500000,162,-25.000000,46.000000,0.000000,-8.000000,-0.955027,1.757249,-0.604168,4
1.000000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1.000000,164,-55.654829,-70.345171,-3.789145,7.110483,1.240925,1.568472,1.011606,5
1.000000,163,50.000000,-33.000000,-0.865031,-7.498282,-1.669219,1.101684,-17.952575,3
1.000000,162,-25.000000,42.000000,-0.477513,-7.121375,-1.022968,1.718586,-0.677169,4
1.500000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
1.500000,164,-57.549402,-66.789929,-1.985315,7.813888,1.305513,1.515135,1.165435,5
1.500000,163,49.567484,-36.749141,-1.699641,-6.947440,-1.606611,1.191135,-4.430472,3
1.500000,162,-25.238757,38.439312,-0.988997,-6.262083,-1.097707,1.671837,-0.770651,4
2.000000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2.000000,164,-58.542059,-62.882985,-0.334849,7.995181,1.362785,1.463836,1.343586,5
2.000000,163,48.717664,-40.222861,-2.502946,-6.351872,-1.542268,1.273346,-2.659931,3
2.000000,162,-25.733255,35.308271,-1.537851,-5.426164,-1.177975,1.616284,-0.892789,4
2.500000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
2.500000,164,-58.709483,-58.885395,1.094274,7.949883,1.412096,1.416328,1.547222,5
2.500000,163,47.466191,-43.398797,-3.274080,-5.715199,-1.476040,1.349558,-1.934615,3
2.500000,162,-26.502181,32.595189,-2.126838,-4.618022,-1.261718,1.551795,-1.056934,4
3.000000,161,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
3.000000,164,-58.162346,-54.910453,1.800323,8.658047,1.570422,-1.238456,1.781173,5
3.000000,163,45.829151,-46.256397,-4.012100,-5.040421,-1.407637,1.420760,-1.526216,3
